MAL20102022AEZ,IBUPROFEN 400MG TABLETS,PRESCRIPTION,00:00.0,00:00.0,36:31.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL20102074AEZ,PREDNISOLONE TABLET 5MG,PRESCRIPTION,00:00.0,00:00.0,37:05.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL20132303AEZ,NORETONE TABLET,PRESCRIPTION,00:00.0,00:00.0,37:32.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL20132307AEZ,CARBIMAZOLE TABLET 5MG,PRESCRIPTION,00:00.0,00:00.0,37:58.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921015X,ALLUMAG MPS TABLET,NON PRESCRIPTION,00:00.0,00:00.0,38:57.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921018XZ,UBREXINE TABLETS 8MG,NON PRESCRIPTION,00:00.0,00:00.0,49:51.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921021X,CAMPAIN TABLET,NON PRESCRIPTION,00:00.0,00:00.0,50:17.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921310XZ,URACOAL TABLETS 200MG,NON PRESCRIPTION,00:00.0,00:00.0,50:44.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921024X        ,ALLUMAG M TABLET,NON PRESCRIPTION,00:00.0,00:00.0,51:11.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19921030XZ,PARAMOL 500 TABLET,NON PRESCRIPTION,00:00.0,00:00.0,51:34.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920790X,ALLUMAG MPS SUSPENSION,NON PRESCRIPTION,00:00.0,00:00.0,52:09.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920794X        ,DEWIND SYRUP 50MG/5ML,NON PRESCRIPTION,00:00.0,00:00.0,52:50.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920800X,KAOPECTIN SUSPENSION,NON PRESCRIPTION,00:00.0,00:00.0,53:19.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920920XZ,ACRIFLAVINE SOLUTION 0.2%,NON PRESCRIPTION,00:00.0,00:00.0,54:01.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920933XZ,KROTER CREAM,NON PRESCRIPTION,00:00.0,00:00.0,55:54.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19940110X        ,CALCIUM CARBONATE CAPSULE,NON PRESCRIPTION,00:00.0,00:00.0,56:40.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19984415XZ,PARAMOL 250 SUSPENSION (BANANA FLAVOUR),NON PRESCRIPTION,00:00.0,00:00.0,57:08.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL20112159X,CALCARB 500mg TABLET,NON PRESCRIPTION,00:00.0,00:00.0,57:35.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL18046125X,UMETGESIC Ointment,NON PRESCRIPTION,00:00.0,00:00.0,58:03.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19920922XZ,CALDERM LOTION,NON PRESCRIPTION,00:00.0,00:00.0,59:33.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL07031214T    ,HERBUN PLASTER,NATURAL PRODUCT,00:00.0,00:00.0,57:36.0,SYARIKAT NANG HIN TRADING SDN. BHD.,Guilin China ResourcesTianhe Pharmaceutical Co Ltd
MAL19961520T,BAN KAH CHAI SU HO OIL,NATURAL PRODUCT,00:00.0,00:00.0,59:34.0,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL13115073NC,Vitamode Asta-i-Care Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,03:24.0,Vitamode  Sdn.bhd,YANLING NATURAL HYGIENE SDN. BHD.
MAL19036040N,NHF BIOZYME Powder (Passion Fruit Flavour),HEALTH SUPPLEMENT,00:00.0,00:00.0,05:45.0,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL18066035N,NHF BIOZYME Powder,HEALTH SUPPLEMENT,00:00.0,00:00.0,08:23.0,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19991219T,SEPTILIN SYRUP,NATURAL PRODUCT,00:00.0,00:00.0,11:49.0,THE HIMALAYA DRUG COMPANY SDN BHD,THE HIMALAYA DRUG CO
MAL11110021TC,NUTRIPLUS,NATURAL PRODUCT,00:00.0,00:00.0,00:58.0,Biopal Care Marketing,SG GLOBAL BIOTECH SDN BHD
MAL19900257AZ,MINAZOL CREAM 2%,PRESCRIPTION,00:00.0,00:00.0,01:42.0,BIOSIS PHARMACEUTICALS SDN. BHD.,CHULIA PHARMA SDN BHD
MAL19920809XZ,PARAMOL 250 SUSPENSION (PINK),NON PRESCRIPTION,00:00.0,00:00.0,02:07.0,BIOSIS PHARMACEUTICALS SDN. BHD.,CHULIA PHARMA SDN BHD
MAL19950819AEZ,DICLO 50 TABLET,PRESCRIPTION,00:00.0,00:00.0,04:55.0,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD
MAL19861156AZ,CAMITON FORTE SYRUP 4MG/5ML,PRESCRIPTION,00:00.0,00:00.0,05:42.0,CHULIA PHARMA SDN BHD,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL10043687AZ,Infafen Syrup 100mg/5ml,PRESCRIPTION,00:00.0,00:00.0,06:01.0,CHULIA PHARMA SDN BHD,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19900295XZ,COMAZOL CREAM 1%W/W,NON PRESCRIPTION,00:00.0,00:00.0,06:23.0,CHULIA PHARMA SDN BHD,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL13055035TC,GINSENG PLUS PAI FENG WAN (GREATWALL BRAND),NATURAL PRODUCT,00:00.0,00:00.0,06:48.0,GREATWALL TRADING COMPANY,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20031780TC       ,NIU HUANG ZHEN ZHU HOU ZAO SAN (LOTUS BRAND),NATURAL PRODUCT,00:00.0,00:00.0,07:13.0,HONYI TRADING,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL19985733TC,PIL SU HUP WAN 3GM,NATURAL PRODUCT,00:00.0,00:00.0,07:46.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL19985738TC,CHEN CHU HO CHOU SAN (POWDER),NATURAL PRODUCT,00:00.0,00:00.0,08:05.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20002606TC       ,CHOO PEH CHIN CHOO JUN GING WAN (GOLDEN JMS BRAND),NATURAL PRODUCT,00:00.0,00:00.0,12:58.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20002390TC       ,CHOO PEH CHIN CHOO JUN GING SAN (GOLDEN JMS BRAND),NATURAL PRODUCT,00:00.0,00:00.0,13:18.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20002391TC       ,JUI FUNG SU HER WAN TINY PILL (GOLDEN JMS BRAND),NATURAL PRODUCT,00:00.0,00:00.0,13:37.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20012939TC       ,JUI FUNG SU HER WAN (GOLDEN JMS BRAND),NATURAL PRODUCT,00:00.0,00:00.0,14:05.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20002601TC       ,DA MENG LONG,NATURAL PRODUCT,00:00.0,00:00.0,14:30.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20031857TC       ,JMS CHEW SENG TONG REN SHEN CHONG CAO WU KAI PLUS PAK FOONG WAN,NATURAL PRODUCT,00:00.0,00:00.0,14:54.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20021207TC       ,JMS-SEALGLOBE PAU SOM HANG CHOW KAP KAI PLUS SANPIEN WAN TINY PILL,NATURAL PRODUCT,00:00.0,00:00.0,15:24.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20020952TC       ,JMS-HENG HENG LOH HAN KOW KENG WAN TINY PILL,NATURAL PRODUCT,00:00.0,00:00.0,15:47.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL19921271AZ,DICLO 25 TABLET,PRESCRIPTION,00:00.0,00:00.0,18:32.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL11035015N,BIOSIS BioArgi-9 Tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,19:16.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL11010067X,BioCalcium Tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,20:45.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19950180AEZ,METOMIDE TABLET 10MG,PRESCRIPTION,00:00.0,00:00.0,21:17.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19950818AEZ,SEDO TABLET,PRESCRIPTION,00:00.0,00:00.0,21:39.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19992133AEZ,METRONIDAZOLE SYRUP 100MG,PRESCRIPTION,00:00.0,00:00.0,22:07.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL05072027AZ,Camprosone Cream 0.05% w/w,PRESCRIPTION,00:00.0,00:00.0,22:25.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL20102075AEZ,MALACAM TABLET 300MG,PRESCRIPTION,00:00.0,00:00.0,22:47.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL20102076AEZ,GF-500 TABLET,PRESCRIPTION,00:00.0,00:00.0,23:47.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL20102084AEZ,HYOSCINE TABLETS 10MG,PRESCRIPTION,00:00.0,00:00.0,24:06.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19950331X        ,SENNA TABLET (E/C),NON PRESCRIPTION,00:00.0,00:00.0,24:29.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL05061524XZ,PVPI 10% Solution,NON PRESCRIPTION,00:00.0,00:00.0,24:48.0,BIOSIS PHARMACEUTICALS SDN. BHD.,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL05051202T    ,AAZ Vapour Rub,NATURAL PRODUCT,00:00.0,00:00.0,31:58.0,DIAMOND MEDICAL COMPANY,DIAMOND MEDICAL COMPANY
MAL05092277T,Minyak Buah Pala Plus,NATURAL PRODUCT,00:00.0,00:00.0,32:34.0,DIAMOND MEDICAL COMPANY,DIAMOND MEDICAL COMPANY
MAL20013692T        ,AQUATEA HERBS,NATURAL PRODUCT,00:00.0,00:00.0,59:26.0,DS Pharma Herbs Sdn. Bhd.,DS Pharma Herbs Sdn. Bhd.
MAL19993165T,TEH HERBA ORANG KAMPUNG,NATURAL PRODUCT,00:00.0,00:00.0,06:46.0,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL20020034XCR      ,SURBEX ZINC FILMTAB,HEALTH SUPPLEMENT,00:00.0,00:00.0,11:53.0,ABBOTT LABORATORIES (M) SDN. BHD.,CATALENT AUSTRALIA PTY LTD
MAL19036039N,NHF BIOZYME Powder (Apple Flavour),HEALTH SUPPLEMENT,00:00.0,00:00.0,14:32.0,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL16045035ACRZ,CUBICIN (DAPTOMYCIN FOR INJECTION) 500MG VIAL,NEW CHEMICAL ENTITY,00:00.0,00:00.0,45:39.0,MERCK SHARP & DOHME (MALAYSIA) SDN BHD,OSO BioPharmaceuticals Manufacturing LLC
MAL08051593TC   ,Tai Fong Aloe Vera Cream Plus,NATURAL PRODUCT,00:00.0,00:00.0,49:23.0,WELLMINN TRADING,KIEN ONN FOH HERBAL WORKS SDN BHD
MAL15075009NC,BioVita Chlorophyllin Liquid,HEALTH SUPPLEMENT,00:00.0,00:00.0,50:29.0,MZ CLASSIC EVERGREEN ENTERPRISE,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD
MAL12115020T,'Kan Wang' Yang Gan Wan,NATURAL PRODUCT,00:00.0,00:00.0,51:16.0,HUAMAO AGENCIES SDN. BHD.,KAN WANG PHARM CO
MAL13115185TC,Pak Li Medicated Plaster,NATURAL PRODUCT,00:00.0,00:00.0,42:30.0,TEONG HUAT MEDICAL SDN. BHD.,P.T. INDO ABADI SARIMAKMUR
MAL20040681XCR,"VitaHealth Omega 3,6,9 Vegicaps? Soft Capsule",HEALTH SUPPLEMENT,00:00.0,00:00.0,26:36.0,VITAHEALTH BIOTECH SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL20033796TCR,KORDEL`S FLAXSEED OIL 1000MG CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,32:45.0,CAMBERT(M) SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL20162676TCE,Rio Capsule,NATURAL PRODUCT,00:00.0,00:00.0,26:13.0,BUMI COSMETIC MANUFACTURING SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL10012443TC,Kapsul La" SINAR AYU PMA 500mg,NATURAL PRODUCT,00:00.0,00:00.0,26:38.0,PERUSAHAAN MUSTIKA AYU,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL09100252TC,Kapsul Tongkat Ali Habatusauda Plus PMA 500mg,NATURAL PRODUCT,00:00.0,00:00.0,26:57.0,PERUSAHAAN MUSTIKA AYU,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL15045027TC,RV PROPOLIS LIQUID,NATURAL PRODUCT,00:00.0,00:00.0,27:41.0,Real Vantage Sdn. Bhd.,Kin Herbs Pharma Sdn. Bhd.
MAL20034575XCR,BiO-LiFE FISH OIL 1000MG VEGICAPS,HEALTH SUPPLEMENT,00:00.0,00:00.0,12:34.0,BIO-LIFE MARKETING SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL16065029ACRZ,Opsumit 10mg Film-Coated Tablets,NEW CHEMICAL ENTITY,00:00.0,00:00.0,47:08.0,DKSH MALAYSIA SDN BHD,PATHEON ITALIA S.P.A.
MAL18056159ACRE,hovid-Entecavir Tablet 1mg,PRESCRIPTION,00:00.0,00:00.0,57:39.0,HOVID BERHAD,RA Chem Pharma Ltd
MAL18056158ACRE,hovid-Entecavir Tablet 0.5mg,PRESCRIPTION,00:00.0,00:00.0,03:38.0,HOVID BERHAD,RA Chem Pharma Ltd
MAL06021208XCR,BiO-LiFE Bio-Vizion Soft Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,20:31.0,BIO-LIFE MARKETING SDN BHD,CATALENT AUSTRALIA PTY LTD
MAL07081659XC    ,Co Q-10 50 mg,HEALTH SUPPLEMENT,00:00.0,00:00.0,57:37.0,UHC Sdn. Bhd.,"NBTY Manufacturing, LLC"
MAL12105061NC,GNC Phosphatidyl Serine 100,HEALTH SUPPLEMENT,00:00.0,00:00.0,03:01.0,ONI Global (Malaysia) Sdn Bhd,"NBTY Manufacturing, LLC"
MAL18116019TC,V&infin; Tyreps Capsules,NATURAL PRODUCT,00:00.0,00:00.0,18:33.0,JASE HEALTHCARE SDN. BHD.,Reishilab Sdn Bhd
MAL20001547ARZ,CYMEVENE 500MG VIALS,NEW CHEMICAL ENTITY,00:00.0,00:00.0,42:32.0,ROCHE (MALAYSIA) SDN. BHD.,F. HOFFMANN-LA ROCHE LTD
MAL15065001NC,Opceden Fortigen Powder,HEALTH SUPPLEMENT,00:00.0,00:00.0,54:35.0,ASIA HEALTHCARE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
MAL11035005T,TK Y CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,00:44.0,EXTRA EXCEL (MALAYSIA) SDN. BHD.,Extra Excellence Manufacturing (S) Pte. Ltd.
MAL07101343T    ,TEH HERBA plus HALIA ORANG KAMPUNG,NATURAL PRODUCT,00:00.0,00:00.0,04:00.0,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
MAL18046123TE,BIOTROPICS OPTIMAN CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,09:37.0,Biotropics Malaysia Berhad,PHYTES BIOTEK SDN. BHD.
MAL13115082TCR,Saadi al habbatus sauda',NATURAL PRODUCT,00:00.0,00:00.0,12:39.0,AL BALADUL AMIN TRADING,Halagel Plant (M) Sdn. Bhd.
MAL10021856TR,Extract of Cordyceps Sinensis Mycelia,NATURAL PRODUCT,00:00.0,00:00.0,15:59.0,EU YAN SANG (1959) SDN.BHD.,Chang Gung Biotechnology Corp.
MAL05061565TR   ,Huatuo plaster,NATURAL PRODUCT,00:00.0,00:00.0,37:19.0,PRIME PHARMACEUTICAL SDN. BHD.,FISHERMAN PHARM CO LTD
MAL06081201ACZ,Altacef 250mg Tablets,PRESCRIPTION,00:00.0,00:00.0,41:12.0,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.,Maxim Pharmaceuticals Ltd
MAL06081202ACZ,Altacef 500mg Tablets,PRESCRIPTION,00:00.0,00:00.0,41:36.0,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.,Maxim Pharmaceuticals Ltd
MAL19026019TC,Wee Hong Jeruju 250mg Capsule,NATURAL PRODUCT,00:00.0,00:00.0,42:34.0,TABIB WEE HONG,Phyto Herbal Industries Manufacturing Sdn Bhd.
MAL20014395XCE,SLOAN`S LINIMENT HK,NON PRESCRIPTION,00:00.0,00:00.0,43:05.0,Duopharma Marketing Sdn. Bhd.,MCBRIDE MALAYSIA SDN. BHD.
MAL20020905XC,SLOAN`S ANALGESIC RUB,NON PRESCRIPTION,00:00.0,00:00.0,43:30.0,Duopharma Marketing Sdn. Bhd.,MCBRIDE MALAYSIA SDN. BHD.
MAL20162617HA,Catosal 10% w/v Injectable Solution,VETERINARY ,00:00.0,00:00.0,46:43.0,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Korea Ltd
MAL19890464AZ      ,CEBROTONIN F/C TABLET 800MG,PRESCRIPTION,00:00.0,00:00.0,55:50.0,DCH AURIGA (MALAYSIA) SDN. BHD.,WALTER RITTER
MAL17107096ACREZ,hovid Olanzapine Orodispersible Tablet 10mg,PRESCRIPTION,00:00.0,00:00.0,06:47.0,HOVID BERHAD,Jubilant Generics Limited
MAL17107097ACREZ,hovid Olanzapine Orodispersible Tablet 5mg,PRESCRIPTION,00:00.0,00:00.0,08:05.0,HOVID BERHAD,Jubilant Generics Limited
MAL18016152NC,Shaklee ZINC PLUS TABLETS,HEALTH SUPPLEMENT,00:00.0,00:00.0,11:00.0,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,DELAVAU LLC
MAL08082525TC,Paraway Plus Capsule 506mg,NATURAL PRODUCT,00:00.0,00:00.0,15:41.0,UNICITY MARKETING SDN BHD,ADAM NUTRITION INC
MAL20172791TC,Megalive BrevCare Capsule,NATURAL PRODUCT,00:00.0,00:00.0,26:58.0,MegaLive BioSciences Sdn Bhd,BIO-SCIENCE MANUFACTURING SDN BHD
MAL20014130TC,HURIX`S MOS`Q CREAM,NATURAL PRODUCT,00:00.0,00:00.0,29:26.0,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
MAL19962522XC        ,DEQUADIN LOZENGES,NON PRESCRIPTION,00:00.0,00:00.0,35:57.0,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch,STERLING DRUG (MALAYA) SDN. BHD.
MAL12095101ACZ,HALAVEN 0.5 mg/ml solution for injection,NEW CHEMICAL ENTITY,00:00.0,00:00.0,41:35.0,EISAI (MALAYSIA) SDN BHD (18039-D),Biogen US Corporation
MAL16095015NZ,PP Vitamin C 1000mg Tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,45:22.0,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.
MAL17070008TC,Lawanis Capsule 300mg,NATURAL PRODUCT,00:00.0,00:00.0,11:31.0,BODYWELL MY MARKETING,BODYWELL ENTERPRISE
MAL17085029TC,B-Herba Gali Kapsul Resdung,NATURAL PRODUCT,00:00.0,00:00.0,15:07.0,SEEZAM ENTERPRISE,MILLIONS STARS TRADING
MAL17075030HA,Colimeiji Powder 20%,VETERINARY ,00:00.0,00:00.0,08:37.0,Juhalim Biotech Sdn Bhd,THAI MEIJI PHARMACEUTICAL CO.LTD
MAL15085085HA,APSASOL COLISTIN Powder 100 mg/g,VETERINARY ,00:00.0,00:00.0,09:11.0,Girona Veterinary,"Andrés Pintaluba, S.A"
MAL15070065HA,COLIMYCIN 10% Granules,VETERINARY ,00:00.0,00:00.0,09:32.0,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.
MAL15070065HA,COLIMYCIN 10% Granules,VETERINARY ,00:00.0,00:00.0,09:32.0,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.
MAL15110083HA,TIANJIN XINXING COLISTIN SULPHATE 10% (W/W) GRANULAR,VETERINARY ,00:00.0,00:00.0,10:19.0,Gladron Chemicals Sdn Bhd,Tianjin Xinxing Veterinary
MAL15110083HA,TIANJIN XINXING COLISTIN SULPHATE 10% (W/W) GRANULAR,VETERINARY ,00:00.0,00:00.0,10:19.0,Gladron Chemicals Sdn Bhd,
MAL15110079HA,Livzon Colistin Sulphate 10% Premix (Granules),VETERINARY ,00:00.0,00:00.0,10:47.0,Prima Inter-chem Sdn. Bhd.,Livzon Group Fuzhou Fuxing Pharmaceutical Co Ltd
MAL15110079HA,Livzon Colistin Sulphate 10% Premix (Granules),VETERINARY ,00:00.0,00:00.0,10:47.0,Prima Inter-chem Sdn. Bhd.,
MAL15110084HA,Coli 50 MIU Water Soluble Powder,VETERINARY ,00:00.0,00:00.0,11:19.0,Nam Pharma Sdn. Bhd.,Nam Pharma Sdn. Bhd.
MAL15110084HA,Coli 50 MIU Water Soluble Powder,VETERINARY ,00:00.0,00:00.0,11:19.0,Nam Pharma Sdn. Bhd.,
MAL20172818HA,Colit 150 MIU Water Soluble Powder,VETERINARY ,00:00.0,00:00.0,11:44.0,Nam Pharma Sdn. Bhd.,Nam Pharma Sdn. Bhd.
MAL20172883HA,Costin 25% w/w Premix Powder,VETERINARY ,00:00.0,00:00.0,12:04.0,Nam Pharma Sdn. Bhd.,Nam Pharma Sdn. Bhd.
MAL18016002HAC,"Collis Colistin 1,500,000 IU/g Water Soluble Powder",VETERINARY ,00:00.0,00:00.0,13:29.0,Nutri Pharmax Sdn Bhd,Nam Pharma Sdn. Bhd.
MAL11070052HAR,Cofacoli Solution 2MIU/ml Solution for Oral use,VETERINARY ,00:00.0,00:00.0,15:23.0,Taseen Trading Sdn Bhd,Merial
MAL11070052HAR,Cofacoli Solution 2MIU/ml Solution for Oral use,VETERINARY ,00:00.0,00:00.0,15:23.0,Taseen Trading Sdn Bhd,Merial
MAL15070031HA,Colistin Sulphate 10% w/w Oral Granules.,VETERINARY ,00:00.0,00:00.0,16:26.0,Hong Huey Sdn Bhd,"Zhejiang Apeloa Kangyu Bio-Pharmaceutical Co.,Ltd"
MAL15070031HA,Colistin Sulphate 10% w/w Oral Granules.,VETERINARY ,00:00.0,00:00.0,16:26.0,Hong Huey Sdn Bhd,
MAL10110042HA,Poly-E Water Soluble Powder 750MIU/kg,VETERINARY ,00:00.0,00:00.0,17:51.0,Y.S.P. INDUSTRIES (M) SDN BHD,"Y.S.P. INDUSTRIES VIETNAM CO., LTD"
MAL10110042HA,Poly-E Water Soluble Powder 750MIU/kg,VETERINARY ,00:00.0,00:00.0,17:51.0,Y.S.P. INDUSTRIES (M) SDN BHD,
MAL13110044HA,"Rican Premix Powder 1,900 IU/mg",VETERINARY ,00:00.0,00:00.0,18:15.0,Y.S.P. INDUSTRIES (M) SDN BHD,"Y.S.P. INDUSTRIES VIETNAM CO., LTD"
MAL13110044HA,"Rican Premix Powder 1,900 IU/mg",VETERINARY ,00:00.0,00:00.0,18:15.0,Y.S.P. INDUSTRIES (M) SDN BHD,
MAL10100036HA,COLI 2MIU Powder,VETERINARY ,00:00.0,00:00.0,18:45.0,Life Biopharma Sdn. Bhd.,Life Biopharma Sdn. Bhd.
MAL10100036HA,COLI 2MIU Powder,VETERINARY ,00:00.0,00:00.0,18:45.0,Life Biopharma Sdn. Bhd.,
MAL20162621HA,LIFE COLI 10%W/W  PREMIX POWDER,VETERINARY ,00:00.0,00:00.0,19:10.0,Life Biopharma Sdn. Bhd.,Life Biopharma Sdn. Bhd.
MAL20172997HAC,PANFAST COLISTIN SULFATE 10% PREMIX,VETERINARY,00:00.0,00:00.0,19:28.0,Panfast Marketing (m) Sdn Bhd,Shennong Animal Health (Malaysia) Sdn. Bhd.
MAL17106002HA,TP-COLIS 2.4MIU/ML SOLUTION,VETERINARY ,00:00.0,00:00.0,19:46.0,Thye Pharma Sdn. Bhd,Thye Pharma Sdn. Bhd
MAL18046023HAC,COLIVET 2MIU/G WATER SOLUBLE POWDER,VETERINARY ,25:25.0,25:25.0,20:11.0,Lim Seng Pharmachem Sdn Bhd,Thye Pharma Sdn. Bhd
MAL18016066AE,hovid-Valproate Liquid 200mg/5ml,PRESCRIPTION,56:10.0,56:10.0,24:08.0,HOVID BERHAD,HOVID BERHAD
MAL05072059XCR,Similac Pramilet Film Tab,HEALTH SUPPLEMENT,00:00.0,00:00.0,29:47.0,ABBOTT LABORATORIES (M) SDN. BHD.,CATALENT AUSTRALIA PTY LTD
MAL19116071NCR,"VitaHealth Omega 3,6,9 Soft Capsule",HEALTH SUPPLEMENT,00:00.0,00:00.0,36:24.0,VITAHEALTH BIOTECH SDN BHD,CAPTEK SOFTGEL INTERNATIONAL INC
MAL09010811XCR,Nature`s Way Kids A Omega 3 Fish Oil,HEALTH SUPPLEMENT,00:00.0,00:00.0,40:42.0,PharmaCare (Asia) Sdn Bhd,CATALENT AUSTRALIA PTY LTD
MAL14065010NC,CHOLEZZ Softgel Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,52:16.0,MEGA LIFESCIENCES SDN. BHD.,Mega Lifesciences Public Company Limited
